Size_sqft,Price
2498.16047538945,275422.96236441383
4802.857225639665,524026.4174774083
3927.9757672456203,512238.5222377477
3394.6339367881465,380769.7273635132
1624.0745617697462,318039.1714371397
1623.9780813448106,258841.79359296427
1232.3344486727979,227513.18006450607
4464.704583099741,532551.8099295794
3404.4600469728352,479088.39662446966
3832.290311184182,522387.0255072687
1082.33797718321,224986.51531392953
4879.639408647978,616203.3961601802
4329.770563201687,522372.57282414736
1849.3564427131046,312045.79461676284
1727.2998688284024,255836.0981091499
1733.6180394137352,273473.3850494936
2216.968971838151,307964.70971550024
3099.0257265289515,387041.6456869354
2727.780074568463,338322.4175707568
2164.9165607921677,339876.161272161
3447.411578889518,510271.4535296249
1557.9754426081672,314352.64284429466
2168.5785941408726,254029.5926168155
2465.4473731747667,411004.88988782035
2824.2799368681435,366520.06860591786
4140.703845572054,544107.035314485
1798.6951286334388,234558.74626098332
3056.9377536544466,412792.7710591449
3369.6582754481697,452651.9866896623
1185.8016508799908,144349.92549201642
3430.1794076057536,473431.2990777848
1682.0964947491661,335506.3998668324
1260.206371941118,217288.2399100304
4795.542149013333,647562.621442734
4862.528132298237,576768.1385572033
4233.589392465845,565838.1657989153
2218.4550766934826,210917.0093717933
1390.6884560255355,360007.73456822673
3736.9321060486277,548466.1228670107
2760.6099749584055,361829.7222831566
1488.1529393791152,150210.84260572062
2980.707640445081,412472.1824597826
1137.5540844608736,141559.13109239953
4637.281608315128,585970.8377093873
2035.1199264000677,324090.27859822084
3650.089137415928,417938.7552914915
2246.8443043576435,380732.78161648323
3080.272084711243,448305.943611433
3186.841117373119,467475.27860174
1739.4178221021082,274384.6673936556
4878.338511058235,517057.6477601381
4100.531293444458,558946.7429550027
4757.995766256756,562281.006668886
4579.309401710596,488441.9330114261
3391.5999152443405,506761.95982315036
4687.496940092467,673720.0700343723
1353.970008207678,233334.59437180762
1783.9314496765808,386349.2026978227
1180.9091556421522,222656.6519947827
2301.3213230530573,311109.33709698817
2554.709158757928,323947.9931665189
2085.3961270955833,390393.7331091955
4314.950036607717,492487.80959138315
2427.0133067743573,379464.79617618513
2123.738038749523,284415.6121219919
3170.784332632994,394063.09513458126
1563.6968998990505,307882.1746883834
4208.787923016159,501876.94998714817
1298.2025747190833,209580.48850089367
4947.54774640207,651395.0094989473
4088.9790771866296,588767.7723797441
1794.8627261366896,311720.7627778806
1022.0884684944097,169470.35806824348
4261.845713819337,500654.14641705476
3827.4293753904685,486738.70072604873
3916.028672163949,507649.3703126778
4085.081386743783,459114.8431673897
1296.1786069363616,265769.7576726294
2433.8629141770907,347661.95789968903
1463.476238100519,160562.2078781454
4452.413703502374,498795.04622720095
3493.1925073102316,424112.81704844
2323.592099410597,328716.32549900695
1254.2334011440946,319887.27988960926
2243.929286862649,336301.49399324635
2300.733288106988,288034.73431576754
3918.4247133522563,502874.01155058376
3550.2298854208525,437418.6011693912
4548.850970305306,571123.0090072077
2888.859700647797,417914.35441656044
1478.3769837532068,308299.2307365176
3852.97914889198,484083.59010569676
4043.14019446759,586262.0458267507
3245.108790277985,469912.01215460803
4083.868719818244,473014.894741215
2975.182385457563,508011.0218331795
3090.9313175279763,425442.85741630255
2710.1640734341986,329260.1821448081
1101.6765069763808,292813.30325915915
1431.5657079732177,347045.450057244
1125.716742746937,210920.4110887157
3545.6416450551214,429381.65148673236
2257.4239243053066,317123.6445578475
3034.282764658811,439164.8628417661
4630.265895704372,626919.4223219629
1997.1689165955,328241.2582027287
2641.531692142519,369239.3296378404
4022.2045541721945,577121.0439324408
1915.1926619664898,275877.4425440728
1307.919639315172,282337.9308498626
2159.005811655072,301497.44124794326
1644.8851490160177,286039.6628021464
4718.790609370292,566200.9326975067
4232.481518257668,520455.54269312625
3533.615026041694,434492.17673105886
4485.84236075087,615826.9376341217
4214.688307596458,484822.528854219
1746.2802355441434,237616.41092697892
4570.235993959911,663073.2776882466
3157.3689676626027,464629.27499897685
4229.7606206562505,403720.3771309732
4584.365199693973,530173.5830088771
2272.0138998874554,236601.92311064285
1440.207698110707,196486.23514030795
1911.7406501677667,134248.3317050747
2708.431154505025,363993.63656580535
4272.059063689972,470108.8154109316
4442.9223330253735,547287.4961423592
1027.8085221247627,121524.78926835001
3042.989210310263,408444.5136896283
2669.644012595116,346218.58735349524
1888.4312418829209,363940.77244772186
1479.4614693347312,318513.9900207544
2350.460685614512,374313.3487119653
4771.638815650076,560833.1925319469
2292.811728083021,428550.1925713168
3075.162486973464,329864.4848053554
3812.0758355807116,411029.65207988804
2454.518409517176,341262.6859572644
4887.128330883843,701414.7385344402
4849.789179768445,574861.9726333402
2007.1291833014566,291550.6561696816
2988.9940235695417,326803.8845513637
2203.5132392670785,367647.8031902268
2139.3619775098705,361595.01046745473
1147.5477894181313,254208.53901180864
3438.2573359195876,412364.69994959066
3010.716092915446,365736.2708728943
1205.9150049999573,155935.3879797472
2114.585856946446,315652.21078269125
4633.063543866615,509285.9879227363
1958.2475626678897,236953.93100432455
1579.5794883648923,236773.41299095543
2957.811041110252,371323.2953518144
4942.601816442402,567361.2552031424
1968.2210860460018,320144.3384466132
3688.5421896235143,472806.60906986543
4046.4784613148704,490240.04460593115
1950.5501759695985,304205.66401253396
3912.865394447438,441710.1873895122
2471.132530877013,352377.18428318517
3529.223322374318,460452.45687966346
3534.1188430435786,378259.54133648385
3143.098736299034,464094.5613484215
1361.1590802176333,192044.22276041357
4341.2099823569515,538636.4881960169
2283.120259886943,386532.6130154578
1746.074041599417,320891.2420456352
1163.1005662190557,218026.72605034735
3363.5717727529673,418232.2271311933
3710.2574473691297,518401.34016569133
1066.3513157114246,240369.88046157346
3048.372233197124,373918.97231750586
1905.983100791752,250853.62772909063
3580.6911616377993,354451.35707898
1697.4657160199658,277448.16368617595
3763.7509524098637,472240.20799006644
2546.94138520215,411503.70725234214
4746.919954946938,592644.7501687121
1550.0837765839728,321719.83736703184
2364.265404201034,301558.32902429486
1453.8940849623564,302296.92504461657
4698.774473114251,543431.6283561924
4509.357413523924,589815.5444420059
2031.7665108606225,230238.73145952757
3639.9361841367163,475750.38338198105
4268.888800804863,427654.48300819093
3220.8032463978493,408723.4503426972
3118.602313424026,433877.9310362983
1967.4091636018068,270692.48879862594
1372.4110712235968,184719.2256845613
4588.863031813307,601192.2266461274
4601.672228653322,554994.083372986
3532.4058290930716,428762.05055777356
2356.1191641948026,337706.712477194
2396.8382984506434,471517.28694234375
3903.8227154809574,548057.4140371729
4588.441039810308,616972.7873904229
4548.345697060469,576611.8856556652
4119.502183430495,520274.48197190685
3568.126584617151,337008.5440451943
1336.5598599801954,199706.96867486293
1646.514856378455,240622.76497772173
4594.216754108316,465677.07220845495
3425.7162386383598,384700.8343530643
1036.7882064665187,104636.99710052014
1405.8861714641284,238672.4253615442
3654.007076432223,506339.0061856631
1020.2463353848748,257363.35946970392
1643.2322056699945,285062.44367096154
3194.9351574663447,371323.698686706
3767.580790770773,380154.8211510794
3607.8450380104023,372941.06883096515
1897.0772378422391,226258.59492149897
3848.7168853901435,440428.7036372306
1948.9963499872001,286912.2100991407
2301.598792637071,279451.66835735866
3985.9656204720964,515545.3567306227
3598.5315961888587,448239.4844789122
4396.893641976712,540216.6497847225
3630.4515692013733,520057.6845536976
3273.2344133418865,368311.8546241701
1374.6990713123698,258405.13604585538
2470.863212237734,346387.65979996976
2060.809470726902,289406.63302420545
1975.9585735163344,341858.6733949314
4892.0422190097825,633154.9296288287
2572.3908986670417,309914.5500672828
4568.186220708453,547710.5928779491
3524.5545039890517,466516.03452810843
4179.2452141665935,504274.1840155301
3010.5483724207684,430305.90385646676
3307.6155385054362,444821.1547460574
2970.0707752754556,488635.1395453462
1780.971951192178,201583.23832272843
3889.8084610460214,482859.04661723226
2123.089449763423,266883.81940073275
1097.2638657258153,239931.75934453376
3581.889183628671,377330.3238605899
1708.4427176281956,288159.9072740639
4761.8343374116575,544681.0121737487
4815.71430801035,544863.3374949842
4659.457560881794,493620.84591114504
2480.6348010217775,324809.6827921275
1061.8264661154697,260407.67312609326
4713.274250350902,570067.9908586162
2712.7365932692574,402657.68022064946
4866.619276174679,669894.0187157817
4854.4799083570115,598635.7700768299
4412.03782186944,513263.803583827
2177.7955682783427,341142.1675869737
2540.390914407701,326824.2841250555
4404.546686067428,515233.53444188426
2267.6880206251108,250774.16208156187
1677.9709867443698,314109.97322865657
3227.2050498334006,403420.37620086805
4744.619096643124,583566.8219551055
3784.119186699892,426613.8222396572
3280.24468035746,449821.84952151956
1388.705975083074,200773.53560155322
3460.028906796679,438917.45459457673
4960.215400417053,639912.8416036617
1560.336060946096,295571.57170623605
3073.318609454947,406230.3573196476
4509.492287711822,462542.67713584634
3963.074471016818,645947.9756047139
3788.062963981072,566099.244911764
3809.936335948437,517127.3748392586
2437.964604879021,306136.2714083536
2174.3673770579735,311757.12962069915
4237.444621914055,496573.4407025796
4240.453578716722,587238.1548264917
